name,desc,rating,made-it,reviews,photos,time,servings,cals,id
Jump Rope Pie,"""'Apples, peaches, pears and plums; tell me when your birthday comes!' How many times did I play this skipping game as a child, and never thought to combine those fruits until now. It's such a fresh-tasting combination of flavours. Great on its own, or enjoy a slice with a scoop of vanilla ice cream or a dollop of whipped cream.""","{'value': '3.33', 'count': '2'}",4,2,2,"['PT30M', 'PT50M', 'PT1H20M']",8,376,878
Monika's Oma's Lebkuchen Men,"""This German Christmas cookie recipe comes from my college's much-loved German language resident. She hung them up on the walls as Christmas decorations, and we used to sneak them off to eat during class. For the best flavor, put them aside in a tin for a few weeks before eating them.""","{'value': '4.00', 'count': '1'}",6,1,1,"['PT20M', 'PT15M', 'PT3H']",30,160,879
Lesley's Valentine Brownies with Raspberry Coulis,"""Best if slightly undercooked but not quite runny in the center - what the English call 'squidgy'. The raspberry coulis adds a Valentine's Day note. The raspberry juice called for in this recipe should be taken from the leftover juice from the frozen raspberries. ""","{'value': '4.11', 'count': '8'}",9,8,1,[],5,562,880
Campfire S'Mores Bread Pudding,"""Delicious recipe your family and friends are sure to love.""","{'value': '4.75', 'count': '9'}",45,9,2,"['PT15M', 'PT50M', 'PT1H35M']",9,358,881
Double Chocolate Brownie Cake,"""Chocolate lovers beware! Very yummy! An easy Bundt cake made with cake mix, instant pudding, sour cream and chocolate chips!""","{'value': '4.74', 'count': '294'}",412,294,59,"['PT10M', 'PT1H', 'PT1H10M']",12,501,882
Butterfinger Cookies,"""A great cookie for the Butterfinger candy lover!""","{'value': '3.50', 'count': '13'}",21,13,4,[],24,98,883
Panellets (Catalan All-Saints Cookies),"""These fabulous 'cookies' come out around the middle of October and are traditionally eaten on All-Saints Day (November 1) in Catalonia, Spain.  The traditional ones are made with pine nuts, but you can also find them with almond or coconut.""","{'value': '3.20', 'count': '5'}",7,5,2,"['PT20M', 'PT10M', 'PT30M']",24,250,884
Pina Colada Cake III,"""A moist cake, reminiscent of the tropical drink for which it is named.""","{'value': '4.48', 'count': '61'}",89,61,13,[],14,385,885
Instant Pot® Cheesecake,"""Cheesecake? In a pressure cooker? You bet. A creamy cheesecake relies on beating lots of air into the batter before cooking it. It also requires steaming. When you bake a cheesecake in the oven, you also need to put a pot of hot water underneath the springform pan to ensure the top of the cheesecake does not crack. In an Instant Pot®, all you need is a little water and the trivet. The result is a decadent cheesecake with no fuss. Serve with fruit on top, such as ripe blackberries.""","{'value': '4.15', 'count': '30'}",96,30,11,"['PT30M', 'PT40M', 'PT3H48M']",8,397,886
Orange Meringue Pie,"""A nice change from lemon meringue. A unique flavor.""","{'value': '4.57', 'count': '42'}",92,42,15,"['PT20M', 'PT30M', 'PT1H50M']",8,365,887
Sauteed Figs with Cashew Creme,"""This is one of my favorite vegan desserts. The cashew cream tastes great on its own as well, but throw in some fresh figs and it's to die for.""","{'value': '0.00', 'count': '0'}",1,0,1,"['PT15M', 'PT4M', 'PT2H19M']",4,441,888
Anzac Biscuits III,"""Traditional Australian recipe, handed down from my mother. Originally, these delicious bikkies (biscuits) were lovingly baked and sent in care packages to our soldiers at war. I am an Aussie living in Japan, so I know the substitutions work because I have had to use them!!""","{'value': '4.58', 'count': '10'}",10,10,1,"['PT15M', 'PT15M', 'PT30M']",24,129,889
Gooey Tortilla S'more,"""It's easy and fun to make all year long. Kids can make it.""","{'value': '5.00', 'count': '2'}",6,2,4,"['PT10M', 'PT4M', 'PT15M']",8,732,890
Chess Pie I,"""This was my grandmother's recipe. This pie is always a hit.""","{'value': '2.00', 'count': '2'}",3,2,0,"['PT15M', 'PT45M', 'PT1H']",8,408,891
Pineapple Sheet Cake II,"""A quick sheet cake made with crushed pineapple. Cut into squares for snacks.""","{'value': '3.95', 'count': '36'}",36,36,4,"['PT10M', 'PT25M', 'PT35M']",16,185,892
Dishpan Cookies IV,"""This recipe has been in my family for generations; they are award-winning cookies! Enjoy.""","{'value': '4.50', 'count': '4'}",4,4,0,"['PT30M', 'PT10M', 'PT40M']",36,318,893
Apple and Pear Crumble,"""A great dessert that nobody can resist! Tastes great with vanilla ice cream.""","{'value': '4.45', 'count': '43'}",123,43,10,"['PT20M', 'PT40M', 'PT1H']",8,366,894
Pumpkin Pie Triple Berry Tarties,"""Came up with this recipe when I had over half a can of pumpkin puree left over when I made pumpkin cheesecake. Just added ingredients as I went. The berry and whipped topping flavor is instant, but you will start to taste the pumpkin after! Best served chilled.""","{'value': '0.00', 'count': '0'}",0,0,1,"['PT20M', 'PT30M', 'PT1H50M']",18,171,895
Raspberry Mousse Cheesecake,"""This is very rich and creamy. Probably the best cheesecake that I have ever eaten.  This recipe actually tastes incredible with any flavor of jam!!""","{'value': '4.59', 'count': '35'}",57,35,7,"['PT15M', 'PT25M', 'PT40M']",12,372,896
Raisin Bread Pudding I,"""A delicious, easy to make Bread Pudding.  Enjoy!""","{'value': '3.88', 'count': '6'}",8,6,3,[],6,145,897
Honeybee Cookies,"""This is sweet and yummy. Here are some variations you might try: Honey Bran Cookies: Stir 1 cup of shredded of bran cereal into batter. Honey Cinnamon Cookies: Mix 2 tablespoons of sugar and 1/2 teaspoon of cinnamon; sprinkle on cookies immediately after removing from oven. Honey Coconut Cookies: Stir 1 cup of shredded coconut into the batter.""","{'value': '4.26', 'count': '73'}",98,73,14,[],36,70,898
Gluten-Free Delicious Soft Oatmeal Cookies,"""These oatmeal cookies are very moist with a good flavor. Add a cup of raisins, chocolate chips, or cinnamon chips if you desire. I know it is a lot of ingredients, but wow are they good. Pour a big glass of milk and enjoy! Yum yum!""","{'value': '4.47', 'count': '12'}",37,12,2,"['PT15M', 'PT10M', 'PT30M']",48,112,899
Caramel Apple Pie I,"""A double crusted apple pie with a thin layer of caramel over the apples.  It's great!""","{'value': '4.54', 'count': '70'}",95,70,20,[],10,475,900
Two Ton Bourbon Pecan Cake,"""Serve this rich and decadent cake up for your next Fat Tuesday/Mardi Gras feast.""","{'value': '3.42', 'count': '10'}",12,10,3,"['PT30M', 'PT1H40M', 'PT2H30M']",10,1499,901
No-Bake Peanut Butter Cookies III,"""These cookies were always served for school lunch.  I got the recipe after marrying from one of the cooks, and have made it many times since.  This cookie generally is seen with cocoa, but I like this one better, it doesn't have any.""","{'value': '4.66', 'count': '301'}",823,301,71,"['PT5M', 'PT5M', 'PT10M']",48,152,902
White Chip Chocolate Cookies,"""These are my favorite cookies my grandma used to bake for me.  They are really good with a tall glass of cold milk.""","{'value': '4.61', 'count': '493'}",883,493,94,"['PT15M', 'PT10M', 'PT30M']",54,113,903
Almond Kisses,"""A delicious, traditional Swedish cookie.""","{'value': '3.90', 'count': '9'}",11,9,1,[],12,214,904
Grandma's Peanut Butter Fudge,"""This recipe was given to me years ago by a friend. It disappears quickly and is a favorite of family and friends!""","{'value': '4.17', 'count': '91'}",125,91,4,"['PT20M', 'PT1H']",24,308,905
Neiman Marcus Cake I,"""This has a chocolate cake base topped with a cream cheese, chocolate chip and nut topping. It is very rich and very good!""","{'value': '4.30', 'count': '31'}",45,31,1,[],14,533,906
Orange Cream Cake IV,"""Just like the popular ice cream treat. This cake serves at least 10 to 12 people and it's mmm mmm good!""","{'value': '4.43', 'count': '42'}",57,42,4,"['PT30M', 'PT40M', 'PT1H30M']",24,238,907
Quick Cream Cheese Pie,"""This recipe is quick and delicious. You can substitute the flavor of the pie filling to which ever flavor you prefer. However, the strawberry is fabulous!""","{'value': '4.86', 'count': '10'}",15,10,2,"['PT20M', 'PT13H40M']",8,491,908
Oatmeal Shortbread Cookies,"""These cookies are heavenly, not real sweet but ever so tasty! These cookies are great warm too!!""","{'value': '4.00', 'count': '27'}",35,27,4,[],18,185,909
Howler Cookies,"""Wholesome high fiber cookies with coconut, oats and nuts. When they are gone, you will be howling for more.""","{'value': '3.85', 'count': '10'}",12,10,1,"['PT15M', 'PT15M', 'PT30M']",36,139,910
Holiday Wreaths,"""With this recipe, you can make wreaths using cornflakes. They're fun to make and eat. Get the kids involved and make an afternoon of it!""","{'value': '4.62', 'count': '24'}",43,24,5,"['PT15M', 'PT15M', 'PT30M']",16,143,911
Southern-Style Strawberry Cobbler,"""Being an Alabama native, I've grown up in a Southern kitchen watching my mom and grandmother create many delicious dishes. My mom's specialty seemed to be desserts and this particular one will bring out the Southern belle in you!""","{'value': '5.00', 'count': '1'}",1,1,1,"['PT15M', 'PT25M', 'PT40M']",8,228,912
Pecan Delight,"""This is wonderful!""","{'value': '4.63', 'count': '6'}",19,6,1,"['PT15M', 'PT25M', 'PT2H40M']",8,377,913
Fresh Apple Cake,"""This easy apple cake gets covered with a sweet cream cheese frosting and chopped nuts.""","{'value': '4.61', 'count': '54'}",79,54,10,[],14,691,914
Pears Panos,"""Bosc Pears make their own light syrup right on the stove top.  Add a touch of vanilla and orange liqueur, and you have an autumn dessert that won't weigh you down.""","{'value': '4.69', 'count': '24'}",40,24,2,"['PT15M', 'PT1H', 'PT1H15M']",8,123,915
Jacksonville Crisps,"""A soft chewy cookie with lots of extra goodies.""","{'value': '4.50', 'count': '6'}",6,6,2,[],15,173,916
Graham Crisps,"""Cookies made with graham crackers.  Taste like brittle.  Easy and quick to make.""","{'value': '4.48', 'count': '28'}",40,28,2,[],21,259,917
Favorite Black Walnut Cookies,"""An easy cookie to make, with the distinctive flavor of black walnuts. It is especially good with a nice cup of tea, or coffee.""","{'value': '4.48', 'count': '23'}",54,23,6,[],24,230,918
Brownies-Allergy Free!,"""These are basic brownies for those of us allergic to dairy, wheat, gluten and corn.  Enjoy!""","{'value': '3.11', 'count': '25'}",32,25,1,[],20,295,919
Gluten-Free Chocolate Chip Cookies Recipe,"""These gluten-free, dairy-free, high-protein chocolate chip cookies are the best tasting and easiest recipe to bake!""","{'value': '3.75', 'count': '4'}",10,4,3,"['PT10M', 'PT10M', 'PT20M']",24,78,920
Almond Puff Cake,"""This is a great cake that goes great with anything.""","{'value': '4.00', 'count': '1'}",2,1,0,"['PT1H50M', 'PT1H50M']",12,321,921
The Best Brown Butter Salted Rice Krispies® Treats,"""The best Rice Krispies® treats you'll ever eat! The flavor enhanced by a few additions turns these into a crowd-pleaser.""","{'value': '4.92', 'count': '79'}",229,79,14,"['PT10M', 'PT10M', 'PT50M']",12,275,922
Crack Brownies from a Mix,"""Quick and easy brownies. They are soft and delicious and hard to stop eating at just one.""","{'value': '4.75', 'count': '4'}",15,4,2,"['PT10M', 'PT20M', 'PT30M']",20,178,923
Easy Three Ingredient Raspberry Dessert,"""This is one of my favorite raspberry desserts - it only takes minutes to make but you need to make it in advance. You can use any size glass for the dessert. Make sure you use full fat Greek yogurt or another plain yogurt with plenty of fat content. It's a dessert after all.""","{'value': '5.00', 'count': '2'}",2,2,1,"['PT10M', 'P1DT10M']",8,169,924
"Cream Puff ""Crack Buns"" (Choux au Craquelin)","""These gorgeous cream puff ""crack buns"" were inspired by the Great British Baking Show, which is currently my favorite thing on television. Speaking of favorite things, Boston cream pie is one of my all-time favorite desserts, and this was basically an individually portioned, probably superior version of that. These would be great filled with all kinds of things, but it's hard to beat vanilla bean pastry cream (see footnote).""","{'value': '4.83', 'count': '10'}",32,10,9,"['PT20M', 'PT30M', 'PT2H20M']",8,257,925
Blueberry Bars,"""These bars taste like blueberry cheesecake.""","{'value': '4.09', 'count': '81'}",129,81,8,[],12,234,926
Grandmother's Brown Sugar Cookies,"""Roll and cut cookies, a real easy to work with dough. Can be rolled again and again.  Makes lots of cookies!""","{'value': '3.20', 'count': '5'}",5,5,1,[],24,269,927
Peanut Butter Fudge,"""This is a recipe my mother gave me. It is very simple and tastes wonderful!  Do not double.""","{'value': '4.33', 'count': '125'}",182,125,7,"['PT5M', 'PT10M', 'PT45M']",16,274,928
Pistachio Cake III,"""A green tube cake made by altering a cake mix with pistachio pudding and green food coloring.""","{'value': '4.40', 'count': '253'}",449,253,60,"['PT20M', 'PT50M', 'PT1H15M']",14,242,929
Chocolate Peanut Butter Pie I,"""This is a refrigerated, quick and easy company pie! Please note: this pie contains raw eggs. We recommend that pregnant women, elderly, young children and people with medical or immune problems do not consume dishes containing raw eggs.""","{'value': '4.47', 'count': '24'}",31,24,4,"['PT30M', 'PT2H']",8,861,930
Chocolate Croissant Bread Pudding,"""I love bread pudding and I love chocolate croissants. Why not combine them? My daughters love chocolate, so this was a winner in my house. It's like a combination of a soft-brownie-cakey-chocolate-chip-cookie with a bit of a creamy texture inside. It tastes good warm, as all melted chocolate desserts do, but even better cooled. My daughters couldn't wait to eat, so good luck holding out for it to cool.""","{'value': '4.91', 'count': '10'}",30,10,6,"['PT20M', 'PT35M', 'PT1H35M']",12,308,931
1-2-3 Cherry Poke Cake,"""Pound cake streaked with cherry gelatin is layered with cherry pie filling and creamy whipped topping.""","{'value': '4.17', 'count': '2'}",10,2,2,"['PT20M', 'PT1H20M']",12,254,932
Apple Crisp - Perfect and Easy,"""I adapted this from a 50-year-old peach crisp recipe. Although it works well with peaches, it works even better with fresh, crisp cooking apples.""","{'value': '4.74', 'count': '182'}",694,182,52,"['PT10M', 'PT40M', 'PT1H']",6,365,933
Chocolate Pecan Pie II,"""This is a favorite for the chocolate pecan lovers at our house!""","{'value': '4.59', 'count': '29'}",46,29,8,[],8,785,934
Melomakarona Cookies,"""Greek spice cookies.""","{'value': '0.00', 'count': '0'}",1,0,0,"['PT30M', 'PT15M', 'PT1H15M']",60,133,935
