recipe,seq,step
80,1,"Peel the bananas and lay them in  a snug-fitting heatproof dish. Finely grate the orange zest and put aside, then halve and squeeze over the juice of 1½ oranges. "
80,2,"Drizzle with the honey and sprinkle over 2 teaspoons of the cinnamon, then roast in the oven for around 20 minutes, or until golden and soft, then set aside to cool."
80,3,"Place the bananas and their syrup in a blender, then blitz with the milk and yoghurt. "
80,4,"Add in a handful of the zest, the juice of the remaining orange half, a pinch of sea salt and the rest of the cinnamon, then churn in an ice-cream machine. If you don’t have one, freeze the mixture in a suitable container for about 3 hours; every hour, take it out, whip with a whisk, then return to the freezer."
80,5,Serve in bowls with a scattering of orange zest and a fine grating of dark chocolate.
82,0,Preheat your oven to 180ºC/gas 4. Grease and line a 4-litre cake tin. 
82,1,Sift the flour and icing sugar into a bowl and set aside.
82,2,"In the bowl of a free-standing mixer, whisk the egg whites to soft peaks. "
82,3,"With the mixer still running, add the caster sugar, cream of tartar, vanilla and a tiny pinch of sea salt and whisk to stiff, glossy peaks."
82,4,"Sift the flour and icing sugar again, fold it into the egg whites with a metal spoon, then finely grate and mix in the lemon zest."
82,5,"Spoon the mixture into your tin (it should be about two-thirds full), tap it gently on your work surface to knock out any air pockets and smooth it level. "
82,6,"Bake it for 35 to 40 minutes, or until risen and a skewer inserted into the centre comes out clean."
82,7,"Leave the cake to cool in the tin for 20 minutes, then carefully turn it out onto a wire rack to cool completely."
82,8,"Make a buttercream icing by beating the icing sugar and butter in a free-standing mixer for 4 to 5 minutes, until pale, then mix in the milk. "
82,9,"Use it to cover the cake, then finish with hundreds and thousands."
83,0,"Preheat the oven to 190ºC/375ºF/gas 5. Grease two springform cake tins (roughly 20cm) with the margarine, then line the bottom with greaseproof paper and dust the sides with gluten-free flour."
83,1,"In a bowl, beat the margarine and sugar for around 5 minutes, or until light and fluffy. Halve the vanilla pods lengthways then, using the tip of a sharp knife, scrape out the seeds. Add the seeds to the margarine mixture, along with the yoghurt and lemon zest, then mix until combined. Sieve the flour, baking powder and xanthan gum into the bowl, then fold through. If it’s a little thick, add a splash of rice milk and stir briefly until you have a nice, smooth batter."
83,2,"Carefully divide the mixture between the cake tins, then place on the middle shelf of the hot oven for 15 to 20 minutes, or until golden and an inserted skewer comes out clean. Leave to cool for 5 minutes, before turning the cakes out onto a wire cooling rack, then leave to cool completely while you make the icing. Sieve the icing sugar into a large bowl, then add the margarine and beat until smooth. If it’s a little thick, add a splash of milk to loosen."
83,3,"Once cooled, place one of the sponges on a plate or cake stand. Carefully spread the butter icing on top and scatter over most of the raspberries. Spread the jam onto the second sponge and place, jam side down, on top of the iced sponge, pressing down slightly. Dust the top with a little icing sugar and decorate with a few raspberries, if you like, then serve."
84,0,This easy stewed rhubarb recipe is really versatile and tastes great on porridge and ice cream too.
84,1,"Place the chopped rhubarb in a medium-sized saucepan with the orange juice and zest, 100g caster sugar, 2 tablespoons of water and the ginger. Bring to the boil, then turn down the heat and simmer for 5 minutes until the rhubarb is soft and cooked, but still holds its shape."
84,2,"Meanwhile, scrape the seeds from the vanilla pod and mix these into the yoghurt with the remaining tablespoon of sugar. Serve the warm rhubarb topped with a large dollop of vanilla yoghurt."
85,0,Preheat the oven to 175ºC/gas 3-4. 
85,1,"For the caramel, place the sugar and 60ml of water in a pan and bring to the boil. "
85,2,"When the syrup starts to colour, reduce the heat and continue to cook until the caramel turns golden brown. "
85,3,"Remove from the heat and divide between 6 x 150ml ramekins or metal tins, swirling it around the sides. Set aside."
85,4,"Destone the cherries, then place in a pan with the kirsch and the 2 extra tablespoons of sugar. Cook over a low heat for 5 to 7 minutes, or until the cherries are soft, then set aside."
85,5,"Place the milk, cream and lemon zest in a pan over a medium heat and bring to a simmer. "
85,6,Remove from the heat and stir in the sugar until it has dissolved. Set aside for 10 minutes to allow the flavours to infuse.
85,7,"Beat the eggs and egg yolks together in a bowl, then whisk in the cooled milk mixture. Strain the liquid into a bowl then gently stir in the cherries, reserving half the cherry liquid."
85,8,Pour the cherry mixture into the caramel-lined ramekins and place in a deep roasting tin. 
85,9,"Add enough boiling water to the roasting tin to come halfway up the sides of the ramekins. Carefully place the tin in the preheated oven and cook the ramekins for 45 minutes, or until a skewer inserted in the centre comes out clean."
85,10,"To serve, run a sharp knife around the edges, invert onto plates and serve with the remaining cherry syrup and any extra cherries."
86,0,Soak the rice in cold water and leave overnight.
86,1,"The next day, rinse and drain the rice, repeating until the water runs clear. "
86,2,"Place it in a pan, cover with cold water and pop on the lid. Bring to a rolling boil, then simmer over a low heat for 5 minutes, or until all the water is absorbed."
86,3,"In another pan, stir the coconut milk, sugar and ¼ teaspoon of salt over a medium heat. Bring it to the boil, then take off the heat. "
86,4,"Pour half over the rice and leave to absorb for about 2 minutes, or until the rice is soft. Pour the rest into a bowl. Chill both in the fridge. "
86,5,"Fold the coconut milk through the rice, then peel, destone and cut the mango into wedges. Serve with the sticky rice."
87,0,"Blitz the fruit, yoghurt, 2 tablespoons of honey and the limoncello (if using) in a food processor until smooth. "
87,1,Taste and add more honey if needed. 
87,2,"Spoon into a dish and freeze for 1 to 2 hours, until frozen."
87,3,"Take out of the freezer, pop it back into the processor and blitz again to break up any ice crystals. "
87,4,"Serve in cups or ice-cream cones, or return to the freezer until ready to eat."
88,0,Put the dried fruit and vodka into a large pan with just enough water to cover. 
88,1,"Place over a medium heat and cook gently for 10 minutes, then add 5 tablespoons of cold water and whiz in a blender until smooth."
88,2,"Place the rice, milk, cream, honey and cinnamon in a deep pot. Score the vanilla pod lengthways, scrape the seeds out, adding both to the pot. "
88,3,"Stir well and bring gently to the boil, then simmer very gently for 30 to 35 minutes, or until all the liquid is absorbed and the rice is just cooked and oozy. "
88,4,"Spoon the cooked rice pudding into a serving dish, swirl the fruit sauce into it and top with crème fraîche. Scatter with fresh redcurrants, then serve."
89,0,"Preheat the oven to 180ºC/350ºF/gas 4. Grease a square baking tin (roughly 20cm) with a little oil, then line with greaseproof paper. "
89,1,"Place a heatproof bowl over a pan of simmering water, making sure the base doesn’t touch the water. Break 150g of chocolate into the bowl and allow it to melt, then set aside to cool slightly."
89,2,"Meanwhile, sieve the flour and cocoa powder into a large bowl, then stir in the sugar and a pinch of salt. Halve the vanilla pod lengthways, scrape out the seeds, then add them to the bowl. Stir in the oil, soya milk and melted chocolate until combined. "
89,3,"Roughly chop and stir in the remaining chocolate and most of the pecans, reserving a few for the top. Pour the mixture into the prepared tin, spreading it out evenly. Sprinkle over the remaining pecans, then place into the hot oven for 20 to 25 minutes, or until cooked on the outside, but still gooey in the middle. "
